scope,chromosome,bin_idx,start_bp,end_bp,start_mb,end_mb,region,bin_width_bp,bin_mid_bp,chrom_length_bp,chrom_offset_bp,chrom_center_mb,label,genome_mid_bp,mean_n_variants,sem_n_variants,mean_variants_per_100mb,sem_variants_per_100mb,n_unique_donor_variants,n_stage_timing_donors,bin_size_bp,species,dataset,plot_label,scope_color
Adult-specific,chr2,5,50000001,60000000,50.000001,60.0,chr2:50.0-60.0 Mb,10000000,55000000.5,242193529,248956422,370.0531865,2,303956422.5,1.3636363636363635,0.6643209420525495,13.636363636363637,6.643209420525495,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,6,60000001,70000000,60.000001,70.0,chr2:60.0-70.0 Mb,10000000,65000000.5,242193529,248956422,370.0531865,2,313956422.5,2.1818181818181817,1.1104313806983614,21.818181818181817,11.104313806983615,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,7,70000001,80000000,70.000001,80.0,chr2:70.0-80.0 Mb,10000000,75000000.5,242193529,248956422,370.0531865,2,323956422.5,1.0,0.48617243480439776,10.0,4.861724348043977,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,8,80000001,90000000,80.000001,90.0,chr2:80.0-90.0 Mb,10000000,85000000.5,242193529,248956422,370.0531865,2,333956422.5,1.6363636363636365,0.8557052091454613,16.363636363636363,8.557052091454613,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,9,90000001,100000000,90.000001,100.0,chr2:90.0-100.0 Mb,10000000,95000000.5,242193529,248956422,370.0531865,2,343956422.5,1.2727272727272727,0.5408899920234007,12.727272727272727,5.408899920234006,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,10,100000001,110000000,100.000001,110.0,chr2:100.0-110.0 Mb,10000000,105000000.5,242193529,248956422,370.0531865,2,353956422.5,2.0,1.1832159566199234,20.0,11.832159566199232,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,11,110000001,120000000,110.000001,120.0,chr2:110.0-120.0 Mb,10000000,115000000.5,242193529,248956422,370.0531865,2,363956422.5,0.7272727272727273,0.3327819130495113,7.2727272727272725,3.3278191304951137,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,12,120000001,130000000,120.000001,130.0,chr2:120.0-130.0 Mb,10000000,125000000.5,242193529,248956422,370.0531865,2,373956422.5,1.0,0.447213595499958,10.0,4.47213595499958,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,13,130000001,140000000,130.000001,140.0,chr2:130.0-140.0 Mb,10000000,135000000.5,242193529,248956422,370.0531865,2,383956422.5,0.6363636363636364,0.4527236217450448,6.363636363636363,4.527236217450448,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,14,140000001,150000000,140.000001,150.0,chr2:140.0-150.0 Mb,10000000,145000000.5,242193529,248956422,370.0531865,2,393956422.5,2.1818181818181817,1.034128370949809,21.818181818181817,10.34128370949809,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,15,150000001,160000000,150.000001,160.0,chr2:150.0-160.0 Mb,10000000,155000000.5,242193529,248956422,370.0531865,2,403956422.5,1.6363636363636365,0.8008260198380086,16.363636363636363,8.00826019838009,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,16,160000001,170000000,160.000001,170.0,chr2:160.0-170.0 Mb,10000000,165000000.5,242193529,248956422,370.0531865,2,413956422.5,2.272727272727273,1.2291231840840415,22.727272727272727,12.291231840840416,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,17,170000001,180000000,170.000001,180.0,chr2:170.0-180.0 Mb,10000000,175000000.5,242193529,248956422,370.0531865,2,423956422.5,1.3636363636363635,0.8232168307397653,13.636363636363637,8.23216830739765,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,18,180000001,190000000,180.000001,190.0,chr2:180.0-190.0 Mb,10000000,185000000.5,242193529,248956422,370.0531865,2,433956422.5,1.6363636363636365,0.9270944570168699,16.363636363636363,9.2709445701687,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,19,190000001,200000000,190.000001,200.0,chr2:190.0-200.0 Mb,10000000,195000000.5,242193529,248956422,370.0531865,2,443956422.5,0.8181818181818182,0.6298366572977736,8.181818181818182,6.298366572977735,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,20,200000001,210000000,200.000001,210.0,chr2:200.0-210.0 Mb,10000000,205000000.5,242193529,248956422,370.0531865,2,453956422.5,3.3636363636363638,1.5449196935453093,33.63636363636363,15.449196935453093,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,21,210000001,220000000,210.000001,220.0,chr2:210.0-220.0 Mb,10000000,215000000.5,242193529,248956422,370.0531865,2,463956422.5,0.9090909090909091,0.43598468393752,9.090909090909092,4.359846839375199,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,22,220000001,230000000,220.000001,230.0,chr2:220.0-230.0 Mb,10000000,225000000.5,242193529,248956422,370.0531865,2,473956422.5,2.272727272727273,1.3624237032243083,22.727272727272727,13.624237032243082,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,23,230000001,240000000,230.000001,240.0,chr2:230.0-240.0 Mb,10000000,235000000.5,242193529,248956422,370.0531865,2,483956422.5,1.6363636363636365,0.8008260198380086,16.363636363636363,8.00826019838009,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr2,24,240000001,242193529,240.000001,242.193529,chr2:240.0-242.2 Mb,2193529,241096765.0,242193529,248956422,370.0531865,2,490053187.0,0.36363636363636365,0.27872199485010707,16.57768662444689,12.706556186405882,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,0,1,10000000,1e-06,10.0,chr20:0.0-10.0 Mb,10000000,5000000.5,64444167,2713028904,2745.2509875,20,2718028904.5,2.272727272727273,1.2067304368032812,22.727272727272727,12.067304368032815,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,1,10000001,20000000,10.000001,20.0,chr20:10.0-20.0 Mb,10000000,15000000.5,64444167,2713028904,2745.2509875,20,2728028904.5,0.7272727272727273,0.44905778309921696,7.2727272727272725,4.49057783099217,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,2,20000001,30000000,20.000001,30.0,chr20:20.0-30.0 Mb,10000000,25000000.5,64444167,2713028904,2745.2509875,20,2738028904.5,0.5454545454545454,0.2816715160878121,5.454545454545454,2.8167151608781213,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,3,30000001,40000000,30.000001,40.0,chr20:30.0-40.0 Mb,10000000,35000000.5,64444167,2713028904,2745.2509875,20,2748028904.5,2.1818181818181817,1.1971039433732016,21.818181818181817,11.971039433732017,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,4,40000001,50000000,40.000001,50.0,chr20:40.0-50.0 Mb,10000000,45000000.5,64444167,2713028904,2745.2509875,20,2758028904.5,2.090909090909091,1.1477610256063002,20.90909090909091,11.477610256063004,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,5,50000001,60000000,50.000001,60.0,chr20:50.0-60.0 Mb,10000000,55000000.5,64444167,2713028904,2745.2509875,20,2768028904.5,1.0909090909090908,0.6389557596656574,10.909090909090908,6.389557596656576,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr20,6,60000001,64444167,60.000001,64.444167,chr20:60.0-64.4 Mb,4444167,62222084.0,64444167,2713028904,2745.2509875,20,2775250988.0,0.6363636363636364,0.30962520665320736,14.319075686481547,6.9670020648010595,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr21,0,1,10000000,1e-06,10.0,chr21:0.0-10.0 Mb,10000000,5000000.5,46709983,2777473071,2800.8280625,21,2782473071.5,0.0,0.0,0.0,0.0,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr21,1,10000001,20000000,10.000001,20.0,chr21:10.0-20.0 Mb,10000000,15000000.5,46709983,2777473071,2800.8280625,21,2792473071.5,1.0,0.7261354744623949,10.0,7.261354744623949,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr21,2,20000001,30000000,20.000001,30.0,chr21:20.0-30.0 Mb,10000000,25000000.5,46709983,2777473071,2800.8280625,21,2802473071.5,0.7272727272727273,0.42833523597780887,7.2727272727272725,4.28335235977809,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr21,3,30000001,40000000,30.000001,40.0,chr21:30.0-40.0 Mb,10000000,35000000.5,46709983,2777473071,2800.8280625,21,2812473071.5,2.6363636363636362,1.1929545238053998,26.363636363636363,11.929545238053999,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr21,4,40000001,46709983,40.000001,46.709983,chr21:40.0-46.7 Mb,6709983,43354992.0,46709983,2777473071,2800.8280625,21,2820828063.0,1.0909090909090908,0.4758637210291782,16.258000816232933,7.091876701165685,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,0,1,10000000,1e-06,10.0,chr22:0.0-10.0 Mb,10000000,5000000.5,50818468,2824183054,2849.592288,22,2829183054.5,0.0,0.0,0.0,0.0,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,1,10000001,20000000,10.000001,20.0,chr22:10.0-20.0 Mb,10000000,15000000.5,50818468,2824183054,2849.592288,22,2839183054.5,0.6363636363636364,0.47237749297333015,6.363636363636363,4.723774929733302,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,2,20000001,30000000,20.000001,30.0,chr22:20.0-30.0 Mb,10000000,25000000.5,50818468,2824183054,2849.592288,22,2849183054.5,2.090909090909091,1.0309267274425336,20.90909090909091,10.309267274425338,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,3,30000001,40000000,30.000001,40.0,chr22:30.0-40.0 Mb,10000000,35000000.5,50818468,2824183054,2849.592288,22,2859183054.5,1.8181818181818181,1.0163945352271773,18.181818181818183,10.16394535227177,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,4,40000001,50000000,40.000001,50.0,chr22:40.0-50.0 Mb,10000000,45000000.5,50818468,2824183054,2849.592288,22,2869183054.5,2.6363636363636362,1.2304672229591729,26.363636363636363,12.304672229591732,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr22,5,50000001,50818468,50.000001,50.818468,chr22:50.0-50.8 Mb,818468,50409234.5,50818468,2824183054,2849.592288,22,2874592288.5,0.18181818181818182,0.12196734422726124,22.214452100531947,14.901907493910729,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,0,1,10000000,1e-06,10.0,chr3:0.0-10.0 Mb,10000000,5000000.5,198295559,491149951,590.2977305,3,496149951.5,0.9090909090909091,0.43598468393752,9.090909090909092,4.359846839375199,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,1,10000001,20000000,10.000001,20.0,chr3:10.0-20.0 Mb,10000000,15000000.5,198295559,491149951,590.2977305,3,506149951.5,2.3636363636363638,1.0468370305807115,23.636363636363637,10.468370305807113,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,2,20000001,30000000,20.000001,30.0,chr3:20.0-30.0 Mb,10000000,25000000.5,198295559,491149951,590.2977305,3,516149951.5,1.4545454545454546,1.0212615759988084,14.545454545454545,10.212615759988086,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,3,30000001,40000000,30.000001,40.0,chr3:30.0-40.0 Mb,10000000,35000000.5,198295559,491149951,590.2977305,3,526149951.5,1.6363636363636365,0.9172362367730501,16.363636363636363,9.172362367730502,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,4,40000001,50000000,40.000001,50.0,chr3:40.0-50.0 Mb,10000000,45000000.5,198295559,491149951,590.2977305,3,536149951.5,2.1818181818181817,1.0855931082565948,21.818181818181817,10.85593108256595,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,5,50000001,60000000,50.000001,60.0,chr3:50.0-60.0 Mb,10000000,55000000.5,198295559,491149951,590.2977305,3,546149951.5,1.3636363636363635,0.7660136157433054,13.636363636363637,7.660136157433053,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,6,60000001,70000000,60.000001,70.0,chr3:60.0-70.0 Mb,10000000,65000000.5,198295559,491149951,590.2977305,3,556149951.5,2.4545454545454546,1.4607820842003303,24.545454545454547,14.607820842003303,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,7,70000001,80000000,70.000001,80.0,chr3:70.0-80.0 Mb,10000000,75000000.5,198295559,491149951,590.2977305,3,566149951.5,1.6363636363636365,0.7041787902195303,16.363636363636363,7.041787902195304,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,8,80000001,90000000,80.000001,90.0,chr3:80.0-90.0 Mb,10000000,85000000.5,198295559,491149951,590.2977305,3,576149951.5,0.36363636363636365,0.2032789070454354,3.6363636363636362,2.0327890704543545,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,9,90000001,100000000,90.000001,100.0,chr3:90.0-100.0 Mb,10000000,95000000.5,198295559,491149951,590.2977305,3,586149951.5,0.2727272727272727,0.14083575804390605,2.727272727272727,1.4083575804390607,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,10,100000001,110000000,100.000001,110.0,chr3:100.0-110.0 Mb,10000000,105000000.5,198295559,491149951,590.2977305,3,596149951.5,2.1818181818181817,1.263603662101386,21.818181818181817,12.636036621013858,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,11,110000001,120000000,110.000001,120.0,chr3:110.0-120.0 Mb,10000000,115000000.5,198295559,491149951,590.2977305,3,606149951.5,2.0,1.1832159566199234,20.0,11.832159566199232,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,12,120000001,130000000,120.000001,130.0,chr3:120.0-130.0 Mb,10000000,125000000.5,198295559,491149951,590.2977305,3,616149951.5,1.2727272727272727,0.6337609111975774,12.727272727272727,6.337609111975773,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,13,130000001,140000000,130.000001,140.0,chr3:130.0-140.0 Mb,10000000,135000000.5,198295559,491149951,590.2977305,3,626149951.5,1.0909090909090908,0.5126498974498794,10.909090909090908,5.126498974498795,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,14,140000001,150000000,140.000001,150.0,chr3:140.0-150.0 Mb,10000000,145000000.5,198295559,491149951,590.2977305,3,636149951.5,1.5454545454545454,0.7430115178800928,15.454545454545455,7.430115178800927,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,15,150000001,160000000,150.000001,160.0,chr3:150.0-160.0 Mb,10000000,155000000.5,198295559,491149951,590.2977305,3,646149951.5,1.6363636363636365,0.9368489474900545,16.363636363636363,9.368489474900546,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,16,160000001,170000000,160.000001,170.0,chr3:160.0-170.0 Mb,10000000,165000000.5,198295559,491149951,590.2977305,3,656149951.5,0.8181818181818182,0.4004130099190043,8.181818181818182,4.004130099190045,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,17,170000001,180000000,170.000001,180.0,chr3:170.0-180.0 Mb,10000000,175000000.5,198295559,491149951,590.2977305,3,666149951.5,1.3636363636363635,0.7041787902195303,13.636363636363637,7.041787902195303,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,18,180000001,190000000,180.000001,190.0,chr3:180.0-190.0 Mb,10000000,185000000.5,198295559,491149951,590.2977305,3,676149951.5,2.1818181818181817,1.0252997948997589,21.818181818181817,10.25299794899759,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr3,19,190000001,198295559,190.000001,198.295559,chr3:190.0-198.3 Mb,8295559,194147780.0,198295559,491149951,590.2977305,3,685297731.0,2.0,0.9438798074485389,24.109285462257574,11.378133859918771,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,0,1,10000000,1e-06,10.0,chr4:0.0-10.0 Mb,10000000,5000000.5,190214555,689445510,784.5527875,4,694445510.5,1.2727272727272727,0.6043916414034423,12.727272727272727,6.043916414034422,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,1,10000001,20000000,10.000001,20.0,chr4:10.0-20.0 Mb,10000000,15000000.5,190214555,689445510,784.5527875,4,704445510.5,0.6363636363636364,0.3878314365036644,6.363636363636363,3.8783143650366436,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,2,20000001,30000000,20.000001,30.0,chr4:20.0-30.0 Mb,10000000,25000000.5,190214555,689445510,784.5527875,4,714445510.5,1.1818181818181819,0.6717437527967698,11.818181818181818,6.7174375279676966,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,3,30000001,40000000,30.000001,40.0,chr4:30.0-40.0 Mb,10000000,35000000.5,190214555,689445510,784.5527875,4,724445510.5,1.2727272727272727,0.5735203743850003,12.727272727272727,5.735203743850002,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,4,40000001,50000000,40.000001,50.0,chr4:40.0-50.0 Mb,10000000,45000000.5,190214555,689445510,784.5527875,4,734445510.5,1.3636363636363635,0.6071202857114182,13.636363636363637,6.071202857114182,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,5,50000001,60000000,50.000001,60.0,chr4:50.0-60.0 Mb,10000000,55000000.5,190214555,689445510,784.5527875,4,744445510.5,1.0,0.4264014327112209,10.0,4.264014327112209,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,6,60000001,70000000,60.000001,70.0,chr4:60.0-70.0 Mb,10000000,65000000.5,190214555,689445510,784.5527875,4,754445510.5,0.18181818181818182,0.12196734422726126,1.8181818181818181,1.2196734422726125,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,7,70000001,80000000,70.000001,80.0,chr4:70.0-80.0 Mb,10000000,75000000.5,190214555,689445510,784.5527875,4,764445510.5,1.6363636363636365,0.8120985976046288,16.363636363636363,8.12098597604629,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,8,80000001,90000000,80.000001,90.0,chr4:80.0-90.0 Mb,10000000,85000000.5,190214555,689445510,784.5527875,4,774445510.5,2.727272727272727,1.2364973189759496,27.272727272727273,12.364973189759493,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,9,90000001,100000000,90.000001,100.0,chr4:90.0-100.0 Mb,10000000,95000000.5,190214555,689445510,784.5527875,4,784445510.5,0.6363636363636364,0.43217688450926234,6.363636363636363,4.321768845092623,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,10,100000001,110000000,100.000001,110.0,chr4:100.0-110.0 Mb,10000000,105000000.5,190214555,689445510,784.5527875,4,794445510.5,2.727272727272727,1.7060902091193457,27.272727272727273,17.060902091193455,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,11,110000001,120000000,110.000001,120.0,chr4:110.0-120.0 Mb,10000000,115000000.5,190214555,689445510,784.5527875,4,804445510.5,0.9090909090909091,0.4758637210291782,9.090909090909092,4.758637210291782,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,12,120000001,130000000,120.000001,130.0,chr4:120.0-130.0 Mb,10000000,125000000.5,190214555,689445510,784.5527875,4,814445510.5,0.8181818181818182,0.4004130099190043,8.181818181818182,4.004130099190044,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,13,130000001,140000000,130.000001,140.0,chr4:130.0-140.0 Mb,10000000,135000000.5,190214555,689445510,784.5527875,4,824445510.5,0.45454545454545453,0.2816715160878121,4.545454545454546,2.8167151608781213,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,14,140000001,150000000,140.000001,150.0,chr4:140.0-150.0 Mb,10000000,145000000.5,190214555,689445510,784.5527875,4,834445510.5,1.6363636363636365,0.7418983913855697,16.363636363636363,7.418983913855697,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,15,150000001,160000000,150.000001,160.0,chr4:150.0-160.0 Mb,10000000,155000000.5,190214555,689445510,784.5527875,4,844445510.5,2.3636363636363638,1.1620728131836215,23.636363636363637,11.620728131836215,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,16,160000001,170000000,160.000001,170.0,chr4:160.0-170.0 Mb,10000000,165000000.5,190214555,689445510,784.5527875,4,854445510.5,1.0,0.6466697906828633,10.0,6.4666979068286325,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,17,170000001,180000000,170.000001,180.0,chr4:170.0-180.0 Mb,10000000,175000000.5,190214555,689445510,784.5527875,4,864445510.5,0.09090909090909091,0.0909090909090909,0.9090909090909091,0.9090909090909091,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,18,180000001,190000000,180.000001,190.0,chr4:180.0-190.0 Mb,10000000,185000000.5,190214555,689445510,784.5527875,4,874445510.5,1.0909090909090908,0.4945989275903797,10.909090909090908,4.9459892759037976,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr4,19,190000001,190214555,190.000001,190.214555,chr4:190.0-190.2 Mb,214555,190107278.0,190214555,689445510,784.5527875,4,879552788.0,0.0,0.0,0.0,0.0,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,0,1,10000000,1e-06,10.0,chr5:0.0-10.0 Mb,10000000,5000000.5,181538259,879660065,970.4291945,5,884660065.5,0.7272727272727273,0.3835458747223452,7.2727272727272725,3.835458747223452,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,1,10000001,20000000,10.000001,20.0,chr5:10.0-20.0 Mb,10000000,15000000.5,181538259,879660065,970.4291945,5,894660065.5,1.1818181818181819,0.7238556086325231,11.818181818181818,7.238556086325231,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,2,20000001,30000000,20.000001,30.0,chr5:20.0-30.0 Mb,10000000,25000000.5,181538259,879660065,970.4291945,5,904660065.5,0.0,0.0,0.0,0.0,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,3,30000001,40000000,30.000001,40.0,chr5:30.0-40.0 Mb,10000000,35000000.5,181538259,879660065,970.4291945,5,914660065.5,1.7272727272727273,0.8322030902796951,17.272727272727273,8.322030902796952,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,4,40000001,50000000,40.000001,50.0,chr5:40.0-50.0 Mb,10000000,45000000.5,181538259,879660065,970.4291945,5,924660065.5,0.8181818181818182,0.5529784118452926,8.181818181818182,5.529784118452927,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,5,50000001,60000000,50.000001,60.0,chr5:50.0-60.0 Mb,10000000,55000000.5,181538259,879660065,970.4291945,5,934660065.5,2.5454545454545454,1.5395609549102944,25.454545454545453,15.395609549102945,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,6,60000001,70000000,60.000001,70.0,chr5:60.0-70.0 Mb,10000000,65000000.5,181538259,879660065,970.4291945,5,944660065.5,0.9090909090909091,0.43598468393752,9.090909090909092,4.3598468393752,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,7,70000001,80000000,70.000001,80.0,chr5:70.0-80.0 Mb,10000000,75000000.5,181538259,879660065,970.4291945,5,954660065.5,1.3636363636363635,0.6778673411748091,13.636363636363637,6.77867341174809,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,8,80000001,90000000,80.000001,90.0,chr5:80.0-90.0 Mb,10000000,85000000.5,181538259,879660065,970.4291945,5,964660065.5,1.6363636363636365,0.7418983913855695,16.363636363636363,7.418983913855697,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,9,90000001,100000000,90.000001,100.0,chr5:90.0-100.0 Mb,10000000,95000000.5,181538259,879660065,970.4291945,5,974660065.5,2.1818181818181817,1.068713600704407,21.818181818181817,10.687136007044069,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,10,100000001,110000000,100.000001,110.0,chr5:100.0-110.0 Mb,10000000,105000000.5,181538259,879660065,970.4291945,5,984660065.5,0.6363636363636364,0.36363636363636365,6.363636363636363,3.6363636363636362,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,11,110000001,120000000,110.000001,120.0,chr5:110.0-120.0 Mb,10000000,115000000.5,181538259,879660065,970.4291945,5,994660065.5,1.2727272727272727,0.6043916414034423,12.727272727272727,6.043916414034422,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,12,120000001,130000000,120.000001,130.0,chr5:120.0-130.0 Mb,10000000,125000000.5,181538259,879660065,970.4291945,5,1004660065.5,1.1818181818181819,0.6152336114795867,11.818181818181818,6.152336114795865,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,13,130000001,140000000,130.000001,140.0,chr5:130.0-140.0 Mb,10000000,135000000.5,181538259,879660065,970.4291945,5,1014660065.5,1.9090909090909092,0.8576346483687821,19.09090909090909,8.576346483687821,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,14,140000001,150000000,140.000001,150.0,chr5:140.0-150.0 Mb,10000000,145000000.5,181538259,879660065,970.4291945,5,1024660065.5,1.5454545454545454,0.7430115178800927,15.454545454545455,7.430115178800928,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,15,150000001,160000000,150.000001,160.0,chr5:150.0-160.0 Mb,10000000,155000000.5,181538259,879660065,970.4291945,5,1034660065.5,2.5454545454545454,1.2675218223951548,25.454545454545453,12.675218223951546,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,16,160000001,170000000,160.000001,170.0,chr5:160.0-170.0 Mb,10000000,165000000.5,181538259,879660065,970.4291945,5,1044660065.5,0.18181818181818182,0.12196734422726124,1.8181818181818181,1.2196734422726125,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,17,170000001,180000000,170.000001,180.0,chr5:170.0-180.0 Mb,10000000,175000000.5,181538259,879660065,970.4291945,5,1054660065.5,1.3636363636363635,0.6643209420525495,13.636363636363637,6.643209420525495,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
Adult-specific,chr5,18,180000001,181538259,180.000001,181.538259,chr5:180.0-181.5 Mb,1538259,180769130.0,181538259,879660065,970.4291945,5,1060429195.0,0.6363636363636364,0.3878314365036644,41.3690826033611,25.212362580271883,4900,11,10000000,Human,TabSap,Human (TabSap),#7e4314
